estacion,fechahora,370nm ng/m3 (ng/m3),BBP (%),CO (ppm),Dir Viento (Grados),Dir Viento 10M (Grados),HR (%),HR_2m (%),Humedad Inter (%),NO (ppb),NO2 (ppb),NOX (ppb),OZONO (ppb),PM10 (µg/m3),PM25 (µg/m3),Precipitacion (mm),Presion Baro (mmHg),Rad Solar (W/M²),SO2 (ppb),SO2 Envea (ppb),Tempe Inter (°C),Temperatura (°C),Temperatura 20M (°C),Temperatura 8M (°C),Vel Viento (m/s),Vel Viento 10M (m/s),eBC (µg/m3)
Jazmin,2025-10-05 23:00:00,,,0.52,255.0,,70.0,,,1.7,23.4,25.2,8.9,14.6,2.1,0.0,564.0,0.0,1.8,,,13.3,,,0.7,,
Jazmin,2025-10-06 00:00:00,,,0.59,298.0,,74.0,,,2.9,28.5,31.5,3.4,22.6,2.8,0.0,564.0,0.0,1.2,,,12.4,,,0.5,,
Jazmin,2025-10-06 01:00:00,,,0.83,246.0,,82.0,,,26.9,30.7,57.7,0.4,16.4,3.3,0.0,564.0,0.0,1.5,,,11.9,,,0.5,,
Jazmin,2025-10-06 02:00:00,,,0.42,257.0,,79.0,,,6.8,26.2,33.1,1.5,22.2,5.2,0.0,564.0,0.0,1.6,,,11.4,,,,,
Jazmin,2025-10-06 03:00:00,,,0.49,275.0,,79.0,,,15.9,26.0,42.0,0.4,19.2,5.1,0.0,563.0,0.0,2.7,,,10.9,,,0.5,,
Jazmin,2025-10-06 04:00:00,,,0.55,212.0,,79.0,,,30.0,24.5,54.5,0.1,28.7,5.0,0.0,563.0,0.0,1.5,,,10.7,,,0.5,,
Jazmin,2025-10-06 05:00:00,,,0.72,167.0,,80.0,,,36.8,25.6,62.5,0.2,24.6,8.6,0.0,564.0,6.0,1.1,,,10.8,,,0.5,,
Jazmin,2025-10-06 06:00:00,,,2.45,294.0,,77.0,,,140.1,32.2,172.3,0.5,23.9,7.4,0.0,564.0,110.0,2.3,,,11.8,,,0.7,,
Jazmin,2025-10-06 07:00:00,,,2.83,297.0,,79.0,,,174.1,51.8,226.0,1.3,42.1,9.0,0.0,565.0,200.0,3.1,,,12.9,,,0.6,,
Jazmin,2025-10-06 08:00:00,,,,282.0,,63.0,,,,,,,61.1,36.0,0.0,565.0,630.0,,,,15.8,,,0.8,,
Jazmin,2025-10-06 09:00:00,,,,310.0,,55.0,,,,,,,,49.7,0.0,565.0,400.0,,,,17.1,,,1.0,,
Jazmin,2025-10-06 10:00:00,,,,306.0,,53.0,,,,,,,36.8,,,565.0,360.0,,,,17.6,,,1.3,,
Jazmin,2025-10-06 11:00:00,,,,223.0,,48.0,,,,,,,48.8,11.8,0.0,564.0,202.0,,,,18.5,,,1.0,,
Jazmin,2025-10-06 12:00:00,,,0.47,185.0,,47.0,,,5.4,16.4,21.9,27.1,44.6,17.4,0.0,564.0,583.0,0.8,,,19.1,,,1.4,,
Jazmin,2025-10-06 13:00:00,,,0.61,304.0,,52.0,,,7.1,23.4,30.6,27.8,44.9,22.9,0.0,563.0,421.0,1.1,,,19.0,,,2.0,,
Jazmin,2025-10-06 14:00:00,,,0.57,262.0,,66.0,,,5.1,22.6,27.8,28.1,41.6,24.1,0.6,562.0,242.0,1.4,,,18.3,,,2.8,,
Jazmin,2025-10-06 15:00:00,,,0.78,276.0,,83.0,,,8.7,31.2,40.0,16.8,44.8,17.4,0.6,562.0,180.0,1.7,,,16.6,,,1.3,,
Jazmin,2025-10-06 16:00:00,,,0.71,281.0,,80.0,,,9.8,27.7,37.5,19.0,42.3,23.4,0.0,562.0,268.0,1.7,,,17.1,,,2.7,,
Jazmin,2025-10-06 17:00:00,,,0.85,305.0,,84.0,,,5.3,30.8,36.1,11.6,40.1,22.2,0.0,563.0,25.0,1.5,,,15.9,,,2.2,,
Jazmin,2025-10-06 18:00:00,,,1.36,319.0,,88.0,,,14.4,39.9,54.3,3.2,35.4,20.6,0.0,563.0,0.0,1.3,,,15.1,,,1.1,,
Jazmin,2025-10-06 19:00:00,,,1.39,151.0,,78.0,,,25.0,39.0,64.0,1.3,41.4,16.2,0.0,564.0,0.0,1.2,,,15.5,,,0.8,,
Jazmin,2025-10-06 20:00:00,,,0.87,141.0,,67.0,,,13.4,32.2,45.6,3.1,42.1,12.4,0.0,564.0,0.0,0.7,,,15.7,,,1.0,,
Jazmin,2025-10-06 21:00:00,,,1.03,217.0,,75.0,,,24.7,32.5,57.2,0.8,37.5,12.0,0.0,564.0,0.0,0.8,,,14.9,,,0.4,,
Jazmin,2025-10-06 22:00:00,,,0.82,235.0,,80.0,,,14.9,29.8,44.8,0.7,40.1,14.4,0.0,565.0,0.0,0.8,,,14.5,,,0.4,,
Jazmin,2025-10-06 23:00:00,,,0.65,258.0,,80.0,,,10.7,28.1,38.8,0.5,28.9,16.7,0.0,565.0,0.0,0.9,,,14.3,,,0.7,,
Jazmin,2025-10-07 00:00:00,,,1.01,298.0,,91.0,,,59.5,35.3,94.9,0.3,37.1,13.0,0.1,564.0,0.0,1.3,,,13.8,,,1.0,,
Jazmin,2025-10-07 01:00:00,,,0.72,351.0,,90.0,,,45.4,31.8,77.2,2.2,46.3,17.4,0.4,564.0,0.0,1.6,,,13.4,,,0.9,,
Jazmin,2025-10-07 02:00:00,,,0.17,79.0,,81.0,,,1.0,8.1,9.2,21.3,36.0,22.2,0.6,564.0,0.0,1.0,,,12.9,,,1.4,,
Jazmin,2025-10-07 03:00:00,,,0.13,248.0,,87.0,,,1.8,9.9,11.8,19.5,33.8,16.5,0.8,564.0,0.0,0.8,,,11.8,,,0.7,,
Jazmin,2025-10-07 04:00:00,,,0.22,348.0,,89.0,,,3.0,16.6,19.6,14.8,24.2,11.6,0.0,564.0,0.0,1.0,,,11.4,,,0.9,,
Jazmin,2025-10-07 05:00:00,,,0.44,3.0,,92.0,,,3.8,28.3,32.2,5.0,18.8,8.8,0.0,564.0,3.0,0.9,,,11.0,,,0.7,,
Jazmin,2025-10-07 06:00:00,,,1.12,336.0,,89.0,,,33.2,34.9,68.2,1.2,13.5,10.7,0.0,564.0,42.0,0.9,,,11.5,,,0.5,,
Jazmin,2025-10-07 07:00:00,,,1.53,296.0,,84.0,,,54.8,37.7,92.6,2.2,9.8,8.8,0.0,565.0,261.0,1.1,,,12.8,,,0.6,,
Jazmin,2025-10-07 08:00:00,,,1.04,255.0,,71.0,,,35.9,33.8,69.8,9.8,18.2,6.6,0.0,565.0,449.0,1.6,,,15.2,,,1.4,,
Jazmin,2025-10-07 09:00:00,,,0.31,191.0,,59.0,,,6.9,11.9,18.8,19.5,32.8,19.1,0.0,565.0,337.0,1.2,,,16.8,,,2.1,,
Jazmin,2025-10-07 10:00:00,,,0.21,157.0,,55.0,,,3.8,7.2,11.1,22.2,25.7,15.1,0.0,565.0,537.0,0.9,,,17.5,,,3.0,,
Jazmin,2025-10-07 11:00:00,,,0.19,173.0,,50.0,,,3.6,6.6,10.2,23.5,22.1,11.3,0.0,564.0,763.0,0.9,,,18.6,,,2.1,,
Jazmin,2025-10-07 12:00:00,,,0.2,156.0,,47.0,,,3.1,6.2,9.3,22.0,16.4,8.3,0.0,564.0,666.0,0.9,,,19.4,,,2.8,,
Jazmin,2025-10-07 13:00:00,,,0.19,143.0,,47.0,,,3.4,5.7,9.2,21.5,17.7,13.5,0.0,563.0,461.0,0.9,,,19.2,,,2.8,,
Jazmin,2025-10-07 14:00:00,,,0.2,190.0,,48.0,,,2.9,6.8,9.8,21.8,16.2,10.1,0.0,563.0,453.0,0.9,,,19.5,,,1.3,,
Jazmin,2025-10-07 15:00:00,,,0.38,311.0,,60.0,,,4.8,14.2,19.1,22.9,16.0,8.0,0.0,562.0,340.0,1.2,,,18.7,,,2.0,,
Kennedy,2025-10-05 00:00:00,,7.4,0.64,,,67.7,,,,,,12.4,18.3,7.7,0.0,,,0.8,,,,,,0.7,,1.6
Kennedy,2025-10-05 01:00:00,,7.1,0.49,,,71.0,,,,,,13.4,13.7,6.1,0.0,,,1.0,,,,,,0.9,,1.3
Kennedy,2025-10-05 02:00:00,,7.7,0.48,,,72.1,,,,,,15.4,14.8,5.5,0.0,,,1.0,,,,,,0.6,,1.1
Kennedy,2025-10-05 03:00:00,,5.7,0.48,,,72.8,,,,,,16.0,15.6,4.9,0.0,,,0.8,,,,,,1.1,,0.9
Kennedy,2025-10-05 04:00:00,,6.2,0.64,,,75.1,,,5.9,20.5,26.4,7.2,11.7,4.6,0.0,,,0.7,,,,,,0.6,,1.8
Kennedy,2025-10-05 05:00:00,,8.5,1.17,,,78.0,,,24.8,27.1,51.9,1.6,13.8,4.7,0.0,,,0.8,,,,,,1.5,,4.7
Kennedy,2025-10-05 06:00:00,,8.0,1.21,,,77.1,,,31.8,24.4,56.2,2.6,16.7,5.8,0.0,,,0.7,,,,,,1.6,,5.8
Kennedy,2025-10-05 07:00:00,,8.8,1.04,,,74.0,,,24.5,21.7,46.3,6.0,16.8,8.1,0.0,,,0.7,,,,,,1.0,,4.6
Kennedy,2025-10-05 08:00:00,,6.5,0.69,,,64.7,,,7.4,13.1,20.6,20.4,18.2,9.5,0.0,,,0.8,,,,,,1.3,,2.8
Kennedy,2025-10-05 09:00:00,,5.9,0.63,,,50.3,,,4.3,10.7,15.1,28.9,14.1,10.8,0.0,,,0.7,,,,,,1.4,,1.8
Kennedy,2025-10-05 10:00:00,,3.6,0.67,,,47.1,,,5.8,13.0,18.9,27.1,19.6,19.4,0.0,,,0.8,,,,,,2.2,,1.7
Kennedy,2025-10-05 11:00:00,,6.2,0.64,,,44.8,,,3.2,10.7,14.0,30.5,25.6,15.1,0.0,,,0.6,,,,,,1.5,,1.8
Kennedy,2025-10-05 12:00:00,,8.4,0.62,,,40.7,,,3.7,10.1,13.9,30.4,22.6,22.6,0.0,,,0.6,,,,,,1.4,,1.4
Kennedy,2025-10-05 13:00:00,,4.7,0.62,,,40.7,,,3.5,9.7,13.3,28.3,24.2,16.7,0.0,,,0.6,,,,,,1.6,,1.5
Kennedy,2025-10-05 14:00:00,,3.8,0.65,,,41.0,,,4.0,10.6,14.7,26.9,17.8,14.0,0.0,,,0.6,,,,,,1.3,,1.7
Kennedy,2025-10-05 15:00:00,,5.8,0.61,,,39.6,,,3.4,9.5,13.0,27.4,13.5,10.2,0.0,,,0.6,,,,,,1.3,,1.5
Kennedy,2025-10-05 16:00:00,,7.8,0.66,,,36.6,,,3.6,11.0,14.7,25.7,11.4,7.4,0.0,,,0.6,,,,,,1.8,,1.6
Kennedy,2025-10-05 17:00:00,,6.0,0.83,,,47.9,,,6.0,15.9,21.9,19.5,16.9,5.8,0.0,,,0.7,,,,,,1.6,,2.2
Kennedy,2025-10-05 18:00:00,,9.1,0.92,,,58.7,,,8.3,20.7,29.1,14.6,11.7,4.1,0.0,,,0.7,,,,,,1.4,,2.4
Kennedy,2025-10-05 19:00:00,,9.8,0.93,,,66.3,,,7.6,21.1,28.7,12.8,9.0,3.3,0.0,,,0.8,,,,,,1.4,,3.2
Kennedy,2025-10-05 20:00:00,,10.1,0.93,,,70.8,,,7.9,22.3,30.3,10.1,8.7,3.0,0.0,,,0.8,,,,,,1.3,,2.9
Kennedy,2025-10-05 21:00:00,,7.5,1.04,,,71.9,,,11.8,24.6,36.4,6.7,14.0,3.9,0.0,,,0.7,,,,,,0.9,,2.8
Kennedy,2025-10-05 22:00:00,,4.7,1.04,,,72.3,,,16.2,24.4,40.6,4.2,12.1,4.0,0.0,,,0.7,,,,,,0.7,,3.0
Kennedy,2025-10-05 23:00:00,,5.4,0.92,,,73.0,,,15.2,26.5,41.7,1.9,12.2,4.0,0.0,,,1.1,,,,,,0.6,,3.1
Kennedy,2025-10-06 00:00:00,,11.8,0.64,,,78.5,,,6.4,25.8,32.3,1.3,20.4,4.8,0.0,,,1.0,,,,,,1.0,,2.7
Kennedy,2025-10-06 01:00:00,,13.3,0.58,,,81.4,,,1.7,23.9,25.7,1.2,24.2,8.2,0.0,,,0.8,,,,,,0.6,,2.2
Kennedy,2025-10-06 02:00:00,,10.1,0.76,,,82.4,,,14.7,24.7,39.4,0.7,23.3,10.8,0.0,,,0.8,,,,,,0.4,,4.7
Kennedy,2025-10-06 03:00:00,,10.8,0.76,,,82.5,,,12.4,23.6,36.0,0.8,26.8,9.3,0.0,,,0.8,,,,,,0.5,,4.4
Kennedy,2025-10-06 04:00:00,,3.4,0.98,,,82.4,,,44.9,25.6,70.6,1.0,23.8,9.4,0.0,,,1.7,,,,,,0.6,,9.4
Kennedy,2025-10-06 05:00:00,,5.2,1.8,,,80.6,,,66.3,26.9,93.3,1.2,27.8,13.3,0.0,,,1.3,,,,,,0.5,,13.3
Kennedy,2025-10-06 06:00:00,,6.1,1.79,,,84.0,,,61.6,28.2,89.9,1.8,37.8,22.2,0.0,,,1.5,,,,,,1.0,,11.1
Kennedy,2025-10-06 07:00:00,,8.5,1.67,,,83.6,,,46.4,34.5,81.0,3.4,53.3,20.5,0.0,,,1.7,,,,,,0.9,,10.2
Kennedy,2025-10-06 08:00:00,,8.0,,,,77.8,,,,,,,60.3,30.1,0.0,,,,,,,,,0.8,,10.4
Kennedy,2025-10-06 09:00:00,,5.4,,,,60.8,,,,,,,68.4,35.0,0.0,,,,,,,,,1.2,,7.0
Kennedy,2025-10-06 10:00:00,,7.1,,,,50.0,,,,,,,76.1,41.7,0.0,,,,,,,,,0.9,,5.2
Kennedy,2025-10-06 11:00:00,,8.6,0.78,,,43.2,,,,,,13.6,69.3,38.0,0.0,,,0.5,,,,,,1.1,,3.4
Kennedy,2025-10-06 12:00:00,,8.1,0.75,,,52.3,,,14.8,14.4,29.2,18.4,66.9,32.1,0.0,,,0.8,,,,,,2.7,,3.8
Kennedy,2025-10-06 13:00:00,,7.7,0.57,,,58.8,,,9.4,9.8,19.3,28.8,55.5,31.8,0.0,,,0.9,,,,,,2.4,,2.1
Kennedy,2025-10-06 14:00:00,,4.5,0.53,,,59.6,,,9.3,7.8,17.1,30.5,54.8,24.4,0.0,,,0.8,,,,,,3.2,,2.2
Kennedy,2025-10-06 15:00:00,,8.2,0.6,,,72.2,,,8.7,11.8,20.6,23.0,47.9,22.3,1.0,,,0.9,,,,,,2.0,,2.5
Kennedy,2025-10-06 16:00:00,,7.5,0.6,,,75.8,,,9.2,9.4,18.6,25.6,36.8,19.6,0.0,,,0.9,,,,,,2.4,,2.3
Kennedy,2025-10-06 17:00:00,,10.3,0.75,,,77.2,,,8.9,13.8,22.8,17.7,35.6,22.0,0.0,,,0.9,,,,,,2.0,,2.3
Kennedy,2025-10-06 18:00:00,,11.8,0.99,,,82.4,,,9.6,20.4,30.1,9.7,38.5,18.4,0.0,,,0.8,,,,,,1.6,,3.3
Kennedy,2025-10-06 19:00:00,,12.9,1.9,,,83.7,,,39.0,29.7,68.8,1.9,36.3,18.6,0.0,,,0.9,,,,,,0.7,,8.6
Kennedy,2025-10-06 20:00:00,,5.6,1.94,,,81.0,,,54.0,28.8,82.8,1.5,31.2,26.8,0.0,,,1.0,,,,,,0.5,,8.6
Kennedy,2025-10-06 21:00:00,,9.5,1.69,,,79.7,,,49.3,27.2,76.5,1.1,36.6,23.9,0.0,,,1.0,,,,,,0.5,,8.4
Kennedy,2025-10-06 22:00:00,,9.3,1.21,,,84.7,,,30.4,27.6,58.0,0.9,44.9,27.0,0.0,,,0.9,,,,,,1.0,,6.5
Kennedy,2025-10-06 23:00:00,,8.2,0.93,,,86.2,,,26.9,26.7,53.7,0.6,50.1,24.6,0.0,,,0.8,,,,,,0.8,,5.3
Kennedy,2025-10-07 00:00:00,,10.7,0.7,,,85.9,,,20.4,24.0,44.4,0.6,48.3,32.1,0.1,,,0.9,,,,,,1.0,,4.1
Kennedy,2025-10-07 01:00:00,,14.2,0.83,,,85.1,,,39.5,25.5,65.0,0.8,46.4,24.6,0.2,,,0.9,,,,,,0.9,,6.1
Kennedy,2025-10-07 02:00:00,,9.5,0.46,,,81.5,,,13.7,15.0,28.8,9.2,42.4,22.5,0.4,,,0.8,,,,,,2.0,,2.8
Kennedy,2025-10-07 03:00:00,,7.8,0.57,,,82.5,,,7.1,21.1,28.2,4.4,33.1,25.2,0.4,,,0.7,,,,,,1.2,,4.1
Kennedy,2025-10-07 04:00:00,,4.4,0.67,,,82.8,,,9.7,28.8,38.6,2.7,23.9,18.5,0.1,,,0.8,,,,,,1.1,,4.9
Kennedy,2025-10-07 05:00:00,,5.6,1.08,,,84.0,,,26.9,30.9,57.9,1.0,19.4,17.9,0.1,,,0.8,,,,,,1.0,,5.6
Kennedy,2025-10-07 06:00:00,,9.6,1.51,,,85.5,,,42.8,32.4,75.2,1.6,17.9,22.2,0.0,,,0.8,,,,,,0.9,,8.2
Kennedy,2025-10-07 07:00:00,,6.8,1.97,,,83.9,,,57.7,34.2,92.0,2.3,17.7,22.6,0.0,,,0.8,,,,,,0.6,,10.3
Kennedy,2025-10-07 08:00:00,,4.6,1.42,,,71.9,,,29.8,25.5,55.3,10.7,21.2,20.6,0.0,,,1.0,,,,,,1.2,,7.7
Kennedy,2025-10-07 09:00:00,,6.6,0.69,,,54.2,,,6.6,11.8,18.5,17.8,27.6,22.2,0.0,,,0.9,,,,,,1.8,,3.4
Kennedy,2025-10-07 10:00:00,,8.9,0.71,,,46.1,,,7.9,12.8,20.8,17.5,27.8,16.4,0.0,,,0.9,,,,,,1.6,,3.8
Kennedy,2025-10-07 11:00:00,,5.4,0.64,,,43.8,,,4.4,10.3,14.8,19.1,22.9,13.2,0.0,,,0.8,,,,,,1.8,,3.7
Kennedy,2025-10-07 12:00:00,,4.5,0.54,,,51.0,,,,10.0,7.2,26.2,34.5,20.3,0.0,,,0.9,,,,,,2.2,,2.2
Kennedy,2025-10-07 13:00:00,,4.4,0.49,,,60.1,,,,9.3,4.5,27.0,26.5,16.7,0.0,,,0.9,,,,,,1.8,,2.1
Kennedy,2025-10-07 14:00:00,,5.7,0.49,,,63.3,,,,7.5,2.1,27.2,28.3,20.0,0.0,,,0.8,,,,,,2.2,,1.8
Kennedy,2025-10-07 15:00:00,,5.0,0.44,,,61.1,,,,6.4,0.3,28.6,25.4,19.8,0.0,,,0.9,,,,,,2.2,,1.5
Las Ferias,2025-10-05 00:00:00,,,0.4,27.0,,70.0,,35.9,4.5,16.8,21.4,14.2,9.4,4.0,0.0,564.0,,,,25.7,12.7,,,1.2,,
Las Ferias,2025-10-05 01:00:00,,,0.25,21.0,,68.0,,35.6,2.5,10.2,12.8,19.8,6.7,4.0,0.0,564.0,,,,25.6,12.8,,,0.9,,
Las Ferias,2025-10-05 02:00:00,,,0.23,26.0,,69.0,,35.5,1.2,7.5,8.7,19.6,5.8,3.0,0.0,564.0,,,,25.6,12.9,,,1.6,,
Las Ferias,2025-10-05 03:00:00,,,0.23,23.0,,71.0,,35.4,1.1,8.5,9.7,18.1,4.4,2.0,0.0,564.0,,,,25.6,12.7,,,1.3,,
Las Ferias,2025-10-05 04:00:00,,,0.27,1.0,,71.0,,35.0,2.0,12.4,14.5,13.4,5.4,0.0,0.0,564.0,,,,25.6,12.1,,,1.1,,
Las Ferias,2025-10-05 05:00:00,,,0.43,342.0,,73.0,,34.9,7.1,22.9,30.0,3.2,4.8,4.0,0.0,565.0,,,,25.5,11.7,,,1.1,,
Las Ferias,2025-10-05 06:00:00,,,0.38,20.0,,70.0,,34.7,6.1,15.3,21.4,8.7,9.0,9.0,0.0,565.0,,,,25.5,12.5,,,1.6,,
Las Ferias,2025-10-05 07:00:00,,,0.37,38.0,,63.0,,34.5,6.8,10.9,17.7,16.7,,9.0,0.0,565.0,,,,25.6,15.0,,,2.4,,
Las Ferias,2025-10-05 08:00:00,,,0.21,72.0,,50.0,,33.0,2.5,3.5,6.0,31.9,9.0,9.0,0.0,566.0,,,,25.9,18.3,,,2.1,,
Las Ferias,2025-10-05 09:00:00,,,0.17,90.0,,49.0,,28.6,1.5,2.5,4.1,36.7,9.2,6.0,0.0,566.0,,,,26.1,18.4,,,2.2,,
Las Ferias,2025-10-05 10:00:00,,,0.23,68.0,,49.0,,24.4,2.6,4.0,6.7,34.8,7.9,3.0,0.0,565.0,,,,26.1,18.5,,,2.6,,
Las Ferias,2025-10-05 11:00:00,,,0.2,98.0,,49.0,,25.3,1.8,3.3,5.1,36.1,6.6,5.0,0.0,565.0,,,,26.1,18.6,,,2.3,,
Las Ferias,2025-10-05 12:00:00,,,0.3,61.0,,52.0,,23.6,4.1,5.6,9.8,32.6,5.2,3.0,0.0,565.0,,,,26.1,18.1,,,3.4,,
Las Ferias,2025-10-05 13:00:00,,,0.26,87.0,,59.0,,27.6,3.0,5.0,8.0,33.0,4.0,3.0,0.2,564.0,,,,26.0,17.0,,,1.3,,
Las Ferias,2025-10-05 14:00:00,,,0.24,69.0,,52.0,,28.5,2.2,4.9,7.2,32.4,,9.0,0.0,563.0,,,,26.1,18.3,,,2.6,,
Las Ferias,2025-10-05 15:00:00,,,0.21,74.0,,45.0,,26.6,2.1,3.8,5.9,33.8,8.0,8.0,0.0,563.0,,,,26.2,20.2,,,2.1,,
Las Ferias,2025-10-05 16:00:00,,,0.3,56.0,,49.0,,24.3,3.7,6.9,10.6,30.4,6.0,6.0,0.0,563.0,,,,26.2,18.3,,,2.7,,
Las Ferias,2025-10-05 17:00:00,,,0.25,112.0,,53.0,,26.0,1.2,7.6,8.9,28.4,,5.0,0.0,563.0,,,,26.0,16.3,,,1.5,,
Las Ferias,2025-10-05 18:00:00,,,0.41,37.0,,58.0,,32.5,3.8,13.8,17.6,21.3,,5.0,0.0,563.0,,,,25.9,14.6,,,0.7,,
Las Ferias,2025-10-05 19:00:00,,,0.58,41.0,,62.0,,34.8,5.8,16.9,22.8,16.5,,5.0,0.0,564.0,,,,25.8,14.1,,,2.1,,
Las Ferias,2025-10-05 20:00:00,,,0.89,19.0,,66.0,,35.7,17.2,26.5,43.7,5.9,,5.0,0.0,564.0,,,,25.7,13.0,,,0.7,,
Las Ferias,2025-10-05 21:00:00,,,0.64,35.0,,68.0,,35.9,5.0,15.9,20.9,14.3,,5.0,0.0,564.0,,,,25.6,12.2,,,1.2,,
Las Ferias,2025-10-05 22:00:00,,,0.59,358.0,,69.0,,35.7,7.2,23.2,30.5,7.4,3.6,3.0,0.0,565.0,,,,25.5,12.1,,,0.5,,
Las Ferias,2025-10-05 23:00:00,,,0.89,298.0,,74.0,,35.6,22.0,30.1,52.1,0.6,3.8,2.0,0.0,564.0,,,,25.4,11.2,,,0.6,,
Las Ferias,2025-10-06 00:00:00,,,0.47,348.0,,75.0,,35.2,7.1,25.9,33.1,2.3,,4.0,0.0,564.0,,,,25.3,10.9,,,1.1,,
Las Ferias,2025-10-06 01:00:00,,,0.26,21.0,,78.0,,34.8,2.0,18.3,20.3,6.9,,9.0,0.0,564.0,,,,25.2,10.1,,,0.3,,
Las Ferias,2025-10-06 02:00:00,,,0.33,350.0,,80.0,,34.4,8.1,21.3,29.5,2.4,,7.0,0.0,564.0,,,,25.2,9.8,,,0.8,,
Las Ferias,2025-10-06 03:00:00,,,0.28,9.0,,79.0,,34.0,7.8,21.3,29.2,1.9,,7.0,0.0,563.0,,,,25.2,9.6,,,0.8,,
Las Ferias,2025-10-06 04:00:00,,,0.45,331.0,,82.0,,33.7,10.3,19.9,30.2,2.2,,7.0,0.0,563.0,,,,25.2,9.1,,,0.4,,
Las Ferias,2025-10-06 05:00:00,,,0.94,347.0,,82.0,,33.3,80.8,24.6,105.4,0.5,,9.0,0.0,564.0,,,,25.1,9.1,,,0.9,,
Las Ferias,2025-10-06 06:00:00,,,1.07,1.0,,73.0,,33.1,71.4,23.4,94.9,1.3,,20.0,0.0,564.0,,,,25.1,11.3,,,1.6,,
Las Ferias,2025-10-06 07:00:00,,,0.95,3.0,,67.0,,32.9,37.6,23.3,61.0,6.0,,23.0,0.0,565.0,,,,25.3,13.1,,,1.2,,
Las Ferias,2025-10-06 08:00:00,,,1.25,331.0,,51.0,,32.8,40.7,34.5,75.2,13.2,,23.0,0.0,565.0,,,,25.7,18.2,,,0.8,,
Las Ferias,2025-10-06 09:00:00,,,0.57,25.0,,49.0,,29.3,15.2,24.6,39.8,21.2,,33.0,0.0,565.0,,,,26.0,18.8,,,0.7,,
Las Ferias,2025-10-06 10:00:00,,,0.42,161.0,,45.0,,26.4,9.3,20.1,29.4,25.7,23.0,14.0,0.0,565.0,,,,26.2,19.3,,,0.4,,
Las Ferias,2025-10-06 11:00:00,,,0.35,20.0,,42.0,,23.8,7.4,15.3,22.7,29.2,17.1,12.0,0.0,564.0,,,,26.1,20.1,,,0.9,,
Las Ferias,2025-10-06 12:00:00,,,0.24,335.0,,43.0,,24.5,6.1,10.3,16.5,28.5,16.3,8.0,0.0,564.0,,,,26.2,19.8,,,1.5,,
Las Ferias,2025-10-06 13:00:00,,,0.31,222.0,,38.0,,24.2,6.6,12.8,19.4,31.0,12.1,5.0,0.0,563.0,,,,26.2,22.1,,,1.1,,
Las Ferias,2025-10-06 14:00:00,,,0.34,3.0,,43.0,,21.8,8.4,18.2,26.6,25.5,19.0,7.0,0.0,562.0,,,,26.1,19.7,,,2.0,,
Las Ferias,2025-10-06 15:00:00,,,0.72,226.0,,55.0,,24.4,13.3,31.5,44.9,24.1,14.2,13.0,0.0,562.0,,,,26.2,18.8,,,3.0,,
Las Ferias,2025-10-06 16:00:00,,,0.65,226.0,,57.0,,24.3,8.0,29.9,37.9,29.1,29.0,29.0,0.0,562.0,,,,26.1,18.5,,,2.9,,
Las Ferias,2025-10-06 17:00:00,,,0.91,223.0,,66.0,,25.1,8.2,35.3,43.6,19.2,28.5,25.0,0.0,563.0,,,,26.1,16.4,,,2.7,,
Las Ferias,2025-10-06 18:00:00,,,1.32,225.0,,69.0,,31.5,17.2,44.3,61.6,7.2,31.6,28.0,0.0,563.0,,,,26.0,15.4,,,1.3,,
Las Ferias,2025-10-06 19:00:00,,,1.56,186.0,,74.0,,34.5,32.7,43.0,75.8,0.9,33.6,27.0,0.0,564.0,,,,26.0,14.4,,,0.3,,
Las Ferias,2025-10-06 20:00:00,,,0.84,35.0,,67.0,,35.4,12.2,23.8,36.1,7.2,31.7,31.0,0.0,564.0,,,,25.9,13.9,,,1.0,,
Las Ferias,2025-10-06 21:00:00,,,0.44,4.0,,68.0,,36.1,9.4,21.0,30.5,7.7,23.0,11.0,0.0,564.0,,,,25.8,13.4,,,0.9,,
Las Ferias,2025-10-06 22:00:00,,,0.71,359.0,,67.0,,36.6,22.3,28.3,50.7,3.1,17.4,8.0,0.0,565.0,,,,25.7,13.8,,,1.7,,
Las Ferias,2025-10-06 23:00:00,,,0.52,278.0,,69.0,,36.5,19.1,26.4,45.5,2.5,25.6,17.0,0.0,565.0,,,,25.7,13.4,,,0.4,,
Las Ferias,2025-10-07 00:00:00,,,0.49,357.0,,69.0,,36.4,18.6,22.6,41.2,4.2,18.2,11.0,0.0,564.0,,,,25.7,13.6,,,0.7,,
Las Ferias,2025-10-07 01:00:00,,,0.22,54.0,,72.0,,36.3,4.3,5.9,10.3,19.2,13.5,12.0,1.3,564.0,,,,25.7,12.9,,,2.9,,
Las Ferias,2025-10-07 02:00:00,,,0.22,50.0,,72.0,,36.1,5.9,6.0,11.9,24.1,13.0,7.0,1.2,564.0,,,,25.5,11.2,,,3.4,,
Las Ferias,2025-10-07 03:00:00,,,0.23,3.0,,78.0,,35.8,5.5,12.3,17.8,16.9,11.0,3.0,0.8,564.0,,,,25.4,10.0,,,0.7,,
Las Ferias,2025-10-07 04:00:00,,,0.21,1.0,,79.0,,35.5,6.5,16.2,22.8,12.7,7.9,6.0,0.0,564.0,,,,25.4,10.1,,,1.8,,
